example_id,question,prediction,aliases,verdict,confidence,reason,raw_judge_output,clean_judge_output,temporal_unstable,fuzzy_suggested
ex_01040_5142807,In what city was Merceditas Gutierrez born?,"1. What is the answer to the question ""In what","['Philippines', 'Republic of the Philippines', 'PH', 'ph', 'the Philippines', 'Philippine Islands', 'PHL', 'RP', '🇵🇭', 'PHI', 'Pinas']",incorrect,high,"The model answer is incomplete and does not provide the city where Merceditas Gutierrez was born. The accepted answers are all aliases for the country Philippines, not a city.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the city where Merceditas Gutierrez was born. The accepted answers are all aliases for the country Philippines, not a city.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the city where Merceditas Gutierrez was born. The accepted answers are all aliases for the country Philippines, not a city.""}",False,False
ex_11808_3782652,Who is the author of Control?,1984,"['William Goldman', 'S. Morgenstern', 'Harry Longbaugh']",incorrect,high,"The model answer '1984' is not semantically equivalent to any of the accepted answers. '1984' refers to the year, not the author of the work 'Control', which is clearly identified as William Goldman, S. Morgenstern, or Harry Longbaugh.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1984' is not semantically equivalent to any of the accepted answers. '1984' refers to the year, not the author of the work 'Control', which is clearly identified as William Goldman, S. Morgenstern, or Harry Longbaugh.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1984' is not semantically equivalent to any of the accepted answers. '1984' refers to the year, not the author of the work 'Control', which is clearly identified as William Goldman, S. Morgenstern, or Harry Longbaugh.""}",False,False
ex_10244_2938273,What sport does 2013 Torneo di Viareggio play?,2013 Torneo di Viareggio plays,"['association football', 'football', 'soccer']",incorrect,high,"The model answer is incomplete and does not specify the sport. The accepted answers clearly state that the sport is association football, football, or soccer. The model answer only states that the event 'plays' without identifying the sport, making it incorrect.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not specify the sport. The accepted answers clearly state that the sport is association football, football, or soccer. The model answer only states that the event 'plays' without identifying the sport, making it incorrect.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not specify the sport. The accepted answers clearly state that the sport is association football, football, or soccer. The model answer only states that the event 'plays' without identifying the sport, making it incorrect.""}",False,False
ex_06126_1751617,Who was the director of The Letter?,"1940. The director of ""The Letter","['Manoel de Oliveira', 'Manoel Cândido Pinto de Oliveira']",incorrect,high,"The model answer '1940. The director of ""The Letter""' is clearly incorrect. The accepted answers are names of people, not years. The question asks for the director of 'The Letter,' and the model answer provides a year instead of a person's name, making it factually incorrect.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1940. The director of \""The Letter\""' is clearly incorrect. The accepted answers are names of people, not years. The question asks for the director of 'The Letter,' and the model answer provides a year instead of a person's name, making it factually incorrect.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1940. The director of \""The Letter\""' is clearly incorrect. The accepted answers are names of people, not years. The question asks for the director of 'The Letter,' and the model answer provides a year instead of a person's name, making it factually incorrect.""}",False,False
ex_09813_3467034,What color is Rosa 'Ingrid Bergman'?,1. What color is Rosa 'Ingrid Bergman,"['red', 'red color']",incorrect,high,"The model answer is incomplete and does not provide the color of Rosa 'Ingrid Bergman'. The accepted answers are 'red' and 'red color', which are correct, but the model answer is missing the actual answer and appears to be a partial or incorrect response.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the color of Rosa 'Ingrid Bergman'. The accepted answers are 'red' and 'red color', which are correct, but the model answer is missing the actual answer and appears to be a partial or incorrect response.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the color of Rosa 'Ingrid Bergman'. The accepted answers are 'red' and 'red color', which are correct, but the model answer is missing the actual answer and appears to be a partial or incorrect response.""}",False,False
ex_12461_1295145,What is the capital of Artern?,1234567890,"['Artern', 'Artern/Unstrut']",incorrect,high,The model answer '1234567890' is not semantically equivalent to the accepted answers 'Artern' or 'Artern/Unstrut'. It is a numeric value that does not represent a capital city or any alias related to Artern.,"{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1234567890' is not semantically equivalent to the accepted answers 'Artern' or 'Artern/Unstrut'. It is a numeric value that does not represent a capital city or any alias related to Artern.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1234567890' is not semantically equivalent to the accepted answers 'Artern' or 'Artern/Unstrut'. It is a numeric value that does not represent a capital city or any alias related to Artern.""}",False,False
ex_02103_1485343,What genre is Draw the Line?,2001: A Space Odyssey,['hard rock'],incorrect,high,"The model answer '2001: A Space Odyssey' is a film, not a genre. The accepted answer 'hard rock' refers to a music genre, making the model answer clearly different and incorrect.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '2001: A Space Odyssey' is a film, not a genre. The accepted answer 'hard rock' refers to a music genre, making the model answer clearly different and incorrect.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '2001: A Space Odyssey' is a film, not a genre. The accepted answer 'hard rock' refers to a music genre, making the model answer clearly different and incorrect.""}",False,False
ex_10809_5626390,Who is the author of Romance?,19th century French writer Victor Hugo. The author of,"['Ford Madox Ford', 'Ford Hermann Hueffer', 'Ford Madox Hueffer', 'Joseph Leopold Ford Hermann Madox Hueffer', 'Joseph Conrad', 'Jozef Teodor Konrad Korzeniowski']",incorrect,high,"The model answer refers to Victor Hugo, a 19th-century French writer, but the question asks for the author of 'Romance,' which is a novel by Ford Madox Ford. The model answer is clearly a different entity and fact.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Victor Hugo, a 19th-century French writer, but the question asks for the author of 'Romance,' which is a novel by Ford Madox Ford. The model answer is clearly a different entity and fact.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Victor Hugo, a 19th-century French writer, but the question asks for the author of 'Romance,' which is a novel by Ford Madox Ford. The model answer is clearly a different entity and fact.""}",False,False
ex_01049_3102612,In what city was Martin Behaim born?,1480. 1480 is not,"['Nuremberg', 'Nürnberg', 'Kreisfreie Stadt Nürnberg', 'Nüremberg']",incorrect,high,"The model answer '1480. 1480 is not' is clearly incorrect as it refers to a year rather than a city, and does not match any of the accepted answers/aliases for Martin Behaim's birthplace.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1480. 1480 is not' is clearly incorrect as it refers to a year rather than a city, and does not match any of the accepted answers/aliases for Martin Behaim's birthplace.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1480. 1480 is not' is clearly incorrect as it refers to a year rather than a city, and does not match any of the accepted answers/aliases for Martin Behaim's birthplace.""}",False,False
ex_00117_2201087,What is Jacopo Melani's occupation?,16th-century Italian painter. Jacopo Melani was,['composer'],incorrect,high,"The accepted answer is 'composer', but the model answer refers to Jacopo Melani as a '16th-century Italian painter', which is not semantically equivalent to the accepted answer. The model answer incorrectly identifies his occupation as a painter instead of a composer.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The accepted answer is 'composer', but the model answer refers to Jacopo Melani as a '16th-century Italian painter', which is not semantically equivalent to the accepted answer. The model answer incorrectly identifies his occupation as a painter instead of a composer.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The accepted answer is 'composer', but the model answer refers to Jacopo Melani as a '16th-century Italian painter', which is not semantically equivalent to the accepted answer. The model answer incorrectly identifies his occupation as a painter instead of a composer.""}",False,False
ex_01163_2665408,What genre is Spice?,1980s pop,"['pop rock', 'pop/rock', 'pop-rock']",ambiguous,medium,"The model answer '1980s pop' is time-sensitive and does not fully align with the accepted aliases 'pop rock', 'pop/rock', or 'pop-rock', which are broader genre classifications. While 'pop' is part of the accepted answers, the addition of '1980s' introduces a time-specific element that is not present in the accepted answers, leading to ambiguity.","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer '1980s pop' is time-sensitive and does not fully align with the accepted aliases 'pop rock', 'pop/rock', or 'pop-rock', which are broader genre classifications. While 'pop' is part of the accepted answers, the addition of '1980s' introduces a time-specific element that is not present in the accepted answers, leading to ambiguity.""}","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer '1980s pop' is time-sensitive and does not fully align with the accepted aliases 'pop rock', 'pop/rock', or 'pop-rock', which are broader genre classifications. While 'pop' is part of the accepted answers, the addition of '1980s' introduces a time-specific element that is not present in the accepted answers, leading to ambiguity.""}",False,False
ex_08423_501017,"Who was the screenwriter for Sex, Lies, and Videotape?","1997. The film ""Sex, Lies","['Steven Soderbergh', 'Steven Andrew Soderbergh', 'Peter Andrews', 'Mary Ann Bernard']",incorrect,high,"The model answer '1997. The film 'Sex, Lies' is not semantically equivalent to the accepted answers, which list names of people. The answer provided is a year and a partial film title, which is clearly a different entity/fact.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1997. The film 'Sex, Lies' is not semantically equivalent to the accepted answers, which list names of people. The answer provided is a year and a partial film title, which is clearly a different entity/fact.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1997. The film 'Sex, Lies' is not semantically equivalent to the accepted answers, which list names of people. The answer provided is a year and a partial film title, which is clearly a different entity/fact.""}",False,False
ex_02167_2313663,What genre is Exists?,2001: A Space Odyssey,"['horror film', 'horror movie']",incorrect,high,"The model answer '2001: A Space Odyssey' is a specific film, not a genre. The accepted answers 'horror film' and 'horror movie' refer to genres, not specific films.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '2001: A Space Odyssey' is a specific film, not a genre. The accepted answers 'horror film' and 'horror movie' refer to genres, not specific films.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '2001: A Space Odyssey' is a specific film, not a genre. The accepted answers 'horror film' and 'horror movie' refer to genres, not specific films.""}",False,False
ex_00887_2395376,In what city was Jaime de Angulo born?,"1. What is the answer to the question ""In what","['Paris', 'City of Light', 'Paris, France']",incorrect,high,"The model answer is incomplete and does not provide the correct city where Jaime de Angulo was born. The accepted answers are 'Paris', 'City of Light', and 'Paris, France', none of which match the incomplete model answer.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the correct city where Jaime de Angulo was born. The accepted answers are 'Paris', 'City of Light', and 'Paris, France', none of which match the incomplete model answer.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the correct city where Jaime de Angulo was born. The accepted answers are 'Paris', 'City of Light', and 'Paris, France', none of which match the incomplete model answer.""}",False,False
ex_08856_1785594,Who was the screenwriter for The Emerald City?,1939. The Emerald City is a 1,['Lawrence Konner'],incorrect,high,"The model answer '1939. The Emerald City is a 1' is clearly incorrect. The accepted answer is 'Lawrence Konner', who was the screenwriter for 'The Emerald City' (1939). The model answer provides a year and a vague description, which is not semantically equivalent to the accepted answer and does not identify the correct screenwriter.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1939. The Emerald City is a 1' is clearly incorrect. The accepted answer is 'Lawrence Konner', who was the screenwriter for 'The Emerald City' (1939). The model answer provides a year and a vague description, which is not semantically equivalent to the accepted answer and does not identify the correct screenwriter.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1939. The Emerald City is a 1' is clearly incorrect. The accepted answer is 'Lawrence Konner', who was the screenwriter for 'The Emerald City' (1939). The model answer provides a year and a vague description, which is not semantically equivalent to the accepted answer and does not identify the correct screenwriter.""}",False,False
ex_06209_682854,Who was the director of Suspicion?,"1941. The director of ""Suspicion","['Alfred Hitchcock', 'Alfred Joseph Hitchcock', 'Sir Alfred Hitchcock']",incorrect,high,"The model answer '1941. The director of ""Suspicion""' is clearly incorrect as it provides a year instead of the director's name. The accepted answers list Alfred Hitchcock as the director, and the model answer does not match any of the accepted aliases or provide the correct information.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1941. The director of \""Suspicion\""' is clearly incorrect as it provides a year instead of the director's name. The accepted answers list Alfred Hitchcock as the director, and the model answer does not match any of the accepted aliases or provide the correct information.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1941. The director of \""Suspicion\""' is clearly incorrect as it provides a year instead of the director's name. The accepted answers list Alfred Hitchcock as the director, and the model answer does not match any of the accepted aliases or provide the correct information.""}",False,False
ex_00821_4698627,In what city was John Anderson born?,1898. What is the answer? The answer,"['Warren', 'Warren, Michigan']",incorrect,high,"The model answer provides a year (1898) rather than a city, which is what the question asks for. The accepted answers are 'Warren' and 'Warren, Michigan', which are cities, not years.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer provides a year (1898) rather than a city, which is what the question asks for. The accepted answers are 'Warren' and 'Warren, Michigan', which are cities, not years.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer provides a year (1898) rather than a city, which is what the question asks for. The accepted answers are 'Warren' and 'Warren, Michigan', which are cities, not years.""}",False,False
ex_09571_5916607,Who was the composer of The Chipmunk Song?,1. The Chipmunk Song was composed by 2,"['Ross Bagdasarian', 'Rostom Sipan Bagdasarian', 'David Seville', 'Rostom Sipan ""Ross"" Bagdasarian']",incorrect,high,"The model answer is incomplete and does not provide the correct composer of The Chipmunk Song. The accepted answers include Ross Bagdasarian, Rostom Sipan Bagdasarian, David Seville, and Rostom Sipan ""Ross"" Bagdasarian, none of which match the incomplete model answer.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the correct composer of The Chipmunk Song. The accepted answers include Ross Bagdasarian, Rostom Sipan Bagdasarian, David Seville, and Rostom Sipan \""Ross\"" Bagdasarian, none of which match the incomplete model answer.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the correct composer of The Chipmunk Song. The accepted answers include Ross Bagdasarian, Rostom Sipan Bagdasarian, David Seville, and Rostom Sipan \""Ross\"" Bagdasarian, none of which match the incomplete model answer.""}",False,False
ex_02579_279858,What genre is Space Battleship Yamato?,1980s science fiction anime,"['science fiction film', 'sci-fi film', 'science fiction movie', 'sci-fi movie', 'scifi film', 'scifi movie', 'sci fi film', 'sci fi movie', 'scifi-film', 'scifi']",ambiguous,medium,"The model answer '1980s science fiction anime' provides additional context (1980s, anime) not present in the accepted answers, which focus on the genre (science fiction film/movie). While 'science fiction anime' is a valid sub-genre, the accepted answers do not include 'anime' as an alias, and the time period '1980s' is not part of the accepted aliases. This makes the answer partially correct but not fully equivalent to the accepted answers.","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer '1980s science fiction anime' provides additional context (1980s, anime) not present in the accepted answers, which focus on the genre (science fiction film/movie). While 'science fiction anime' is a valid sub-genre, the accepted answers do not include 'anime' as an alias, and the time period '1980s' is not part of the accepted aliases. This makes the answer partially correct but not fully equivalent to the accepted answers.""}","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer '1980s science fiction anime' provides additional context (1980s, anime) not present in the accepted answers, which focus on the genre (science fiction film/movie). While 'science fiction anime' is a valid sub-genre, the accepted answers do not include 'anime' as an alias, and the time period '1980s' is not part of the accepted aliases. This makes the answer partially correct but not fully equivalent to the accepted answers.""}",False,False
ex_01122_3520653,What genre is Black President?,2007 film,"['punk rock', 'punk', 'punk music']",incorrect,high,"The model answer '2007 film' is clearly different from the accepted answers 'punk rock', 'punk', and 'punk music', which are genres. The model answer refers to a film, not a music genre.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '2007 film' is clearly different from the accepted answers 'punk rock', 'punk', and 'punk music', which are genres. The model answer refers to a film, not a music genre.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '2007 film' is clearly different from the accepted answers 'punk rock', 'punk', and 'punk music', which are genres. The model answer refers to a film, not a music genre.""}",False,False
ex_11734_286089,Who is the author of Guerrilla Warfare?,1. Mao Zedong. 2. Carl von,"['Che Guevara', 'Ernesto Guevara', 'El Che', 'Che', 'Ernesto Guevara de la Serna', 'Ernesto Rafael Guevara de la Serna']",incorrect,high,"The model answer refers to Mao Zedong and Carl von, who are not the authors of Guerrilla Warfare. The correct authors are Che Guevara and Ernesto Guevara, as listed in the accepted answers.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Mao Zedong and Carl von, who are not the authors of Guerrilla Warfare. The correct authors are Che Guevara and Ernesto Guevara, as listed in the accepted answers.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Mao Zedong and Carl von, who are not the authors of Guerrilla Warfare. The correct authors are Che Guevara and Ernesto Guevara, as listed in the accepted answers.""}",False,False
ex_06484_3039072,Who was the director of The Sugarland Express?,1974. The director of The Sugarland Express,"['Steven Spielberg', 'Steven Allan Spielberg', 'Spielberg']",incorrect,high,"The model answer provides the year 1974 and the phrase 'The director of The Sugarland Express,' which is not semantically equivalent to the accepted answers. The accepted answers identify the director as Steven Spielberg, while the model answer does not name the director and instead provides a year and a phrase that does not answer the question directly.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer provides the year 1974 and the phrase 'The director of The Sugarland Express,' which is not semantically equivalent to the accepted answers. The accepted answers identify the director as Steven Spielberg, while the model answer does not name the director and instead provides a year and a phrase that does not answer the question directly.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer provides the year 1974 and the phrase 'The director of The Sugarland Express,' which is not semantically equivalent to the accepted answers. The accepted answers identify the director as Steven Spielberg, while the model answer does not name the director and instead provides a year and a phrase that does not answer the question directly.""}",False,False
ex_02144_1060901,What genre is Alizée?,20th century pop,"['pop music', 'pop', 'Pop']",ambiguous,medium,"The model answer '20th century pop' adds temporal context not present in the accepted answers, which are simply 'pop music', 'pop', and 'Pop'. While 'pop' is a valid genre, specifying '20th century pop' introduces a time frame that is not explicitly stated in the accepted answers, making the equivalence ambiguous.","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer '20th century pop' adds temporal context not present in the accepted answers, which are simply 'pop music', 'pop', and 'Pop'. While 'pop' is a valid genre, specifying '20th century pop' introduces a time frame that is not explicitly stated in the accepted answers, making the equivalence ambiguous.""}","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer '20th century pop' adds temporal context not present in the accepted answers, which are simply 'pop music', 'pop', and 'Pop'. While 'pop' is a valid genre, specifying '20th century pop' introduces a time frame that is not explicitly stated in the accepted answers, making the equivalence ambiguous.""}",False,False
ex_00152_2629344,What is Pierre Chatenet's occupation?,19th-century French botanist. 19,"['politician', 'political leader', 'political figure', 'polit.', 'pol']",incorrect,high,"The model answer refers to Pierre Chatenet as a 19th-century French botanist, which is not semantically equivalent to the accepted answers (politician, political leader, etc.). The model answer provides a different occupation that is not aligned with the accepted aliases.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Pierre Chatenet as a 19th-century French botanist, which is not semantically equivalent to the accepted answers (politician, political leader, etc.). The model answer provides a different occupation that is not aligned with the accepted aliases.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Pierre Chatenet as a 19th-century French botanist, which is not semantically equivalent to the accepted answers (politician, political leader, etc.). The model answer provides a different occupation that is not aligned with the accepted aliases.""}",False,False
