example_id,question,prediction,aliases,verdict,confidence,reason,raw_judge_output,clean_judge_output,temporal_unstable,fuzzy_suggested
ex_04552_qw-14861,"In the culinary world, what word is used for the edible offal of a fowl, typically including the heart, gizzard and liver?","1. What is ""guts""? 2. What is ""offal","['Giblets', 'Giblets', 'Giblet', 'giblet', 'giblets', '', '']",ambiguous,medium,"The model answer provides alternative terms ('guts', 'offal') that are related but not semantically equivalent to the accepted answer 'giblets'. 'Guts' is a more general term and 'offal' refers to internal organs, which is broader than the specific edible offal of a fowl. The answer is not clearly equivalent, making it ambiguous.","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer provides alternative terms ('guts', 'offal') that are related but not semantically equivalent to the accepted answer 'giblets'. 'Guts' is a more general term and 'offal' refers to internal organs, which is broader than the specific edible offal of a fowl. The answer is not clearly equivalent, making it ambiguous.""}","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer provides alternative terms ('guts', 'offal') that are related but not semantically equivalent to the accepted answer 'giblets'. 'Guts' is a more general term and 'offal' refers to internal organs, which is broader than the specific edible offal of a fowl. The answer is not clearly equivalent, making it ambiguous.""}",False,False
ex_06224_sfq-12525,What is the second Monday in October called in the USA?,"2nd Monday in October is called Labor Day. Wait, no, that's","['Columbus Day', ""Festa Nacional d'Espanya or Dia de la Hispanitat"", 'Christopher Columbus day', 'Dia de la raza', 'Indigenous Resistance Day', 'Día de la Resistencia Indígena', 'Día de las Culturas', 'Día de la Raza', 'Día de la Hispanidad', 'Festa Nacional de España', 'Dia de la Raza', 'El Día de la Hispanidad', 'Fiesta Nacional de España or Día de la Hispanidad', 'Dia de la Hispanidad', 'Día da Hispanidade', 'Columbus Day 2007', 'Colombus day', 'Espainiako Jai Nazionala', 'Hispanic Day', 'Columbus Day', ""Discoverer's Day"", 'Espainiako Jai Nazionala or Hispanitate Eguna', ""Festa Nacional d'Espanya"", 'Dia de la Resistencia Indigena', 'Columbus day', 'Day of Indigenous Resistance', 'Festa Nacional de España or Día da Hispanidade', 'Día de las Américas', 'National Day of Spain', 'Day of the Americas']",incorrect,high,"The model answer incorrectly identifies the second Monday in October as Labor Day, which is not correct. Labor Day is a separate holiday typically observed on the first Monday in September in the USA. The accepted answers all correctly identify the second Monday in October as Columbus Day (or related aliases), not Labor Day.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer incorrectly identifies the second Monday in October as Labor Day, which is not correct. Labor Day is a separate holiday typically observed on the first Monday in September in the USA. The accepted answers all correctly identify the second Monday in October as Columbus Day (or related aliases), not Labor Day.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer incorrectly identifies the second Monday in October as Labor Day, which is not correct. Labor Day is a separate holiday typically observed on the first Monday in September in the USA. The accepted answers all correctly identify the second Monday in October as Columbus Day (or related aliases), not Labor Day.""}",False,False
ex_09459_qf-2752,"In US motor racing, what colour flag would the driver see for 'one lap to go'?",1,"['White', 'White (Colour)', 'Rgb(255, 255, 255)', 'White', 'Whitishness', 'Whiter', '(255, 255, 255)', 'Whitishly', 'White (political adjective)', 'White-', 'White-Finn', 'Whitest', 'FFFFFF', 'Color/white', 'Man on a white horse', 'color white', 'white political adjective', 'whitishness', 'rgb 255 255 255', '255 255 255', 'ffffff', 'whitishly', 'white colour', 'man on white horse', 'white', 'whiter', 'white finn', 'whitest', '', '']",incorrect,high,"The model answer '1' is not semantically equivalent to any of the accepted answers, which all refer to the color white. '1' is a numerical value and does not represent the color white in this context.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1' is not semantically equivalent to any of the accepted answers, which all refer to the color white. '1' is a numerical value and does not represent the color white in this context.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1' is not semantically equivalent to any of the accepted answers, which all refer to the color white. '1' is a numerical value and does not represent the color white in this context.""}",False,False
ex_06227_sfq-12585,Holy Roman Emperor Charles VI created which principality in 1719?,"1719, the Holy Roman Emperor Charles VI created the principality of","['LIECHTENSTEIN', 'Transport in Liechtenstein', 'Liech', 'Imperial Principality of Liechtenstein', 'Lichenstein', 'Liechtenstein/Transnational issues', 'Liechtenstein/Military', 'Leichtenstein', 'Liechetenstein', 'Liechenstein', 'LIECHTENSTEIN', 'Liechtenstein Air Force', 'Liecht', 'Media of Liechtenstein', 'Media in Liechtenstein', 'Military of Liechtenstein', 'Lichtenstein', 'Protestantism in Liechtenstein', 'Liechtenstein/Transportation', 'Culture of Liechtenstein', 'Name of Liechtenstein', 'Liechtensteinian', 'ISO 3166-1:LI', 'Liechtenstien', 'Principality of Liechtenstein', 'Transportation in Liechtenstein', 'Leichenstein', 'Sport in Liechtenstein', 'Litchtenstein', 'Fürstentum Liechtenstein']",correct,high,"The model answer correctly identifies that the Holy Roman Emperor Charles VI created the principality of Liechtenstein in 1719, which is semantically equivalent to the accepted answers.","{""verdict"":""correct"",""confidence"":""high"",""reason"":""The model answer correctly identifies that the Holy Roman Emperor Charles VI created the principality of Liechtenstein in 1719, which is semantically equivalent to the accepted answers.""}","{""verdict"":""correct"",""confidence"":""high"",""reason"":""The model answer correctly identifies that the Holy Roman Emperor Charles VI created the principality of Liechtenstein in 1719, which is semantically equivalent to the accepted answers.""}",False,False
ex_05820_sfq-8111,During which conflict was the battle of Agincourt fought?,"1016. Wait, no, that's not right. The Battle","['Hundred Years War', '100 Years War', '100 years war', ""100 Years' War"", ""Hundred Years' War"", ""Hundred years' war"", 'Hundred year war', 'English Occupation of France', 'One Hundred Years War', 'HYW', 'Hundred Years War', 'Hundred Years Wars', '1oo years war', 'Hundred Years’ War', '100 Year War', ""One Hundred Years' War"", ""The Hundred Years' War"", 'Hundred Years war', ""116 Years' War"", '116 year war', ""Houndred Year's War"", ""100 Year's War"", 'HUndred Years War', 'Hundred years war', ""Hundred Years' war"", 'The Hundred Year War', 'Hundred Year War', ""Hundred Sixteen Years' War"", 'The Hundred Years War', '116 years war']",incorrect,high,"The model answer '1016' is incorrect as the Battle of Agincourt was fought during the Hundred Years' War, not in the year 1016. The accepted answers all refer to the conflict, not a specific year.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1016' is incorrect as the Battle of Agincourt was fought during the Hundred Years' War, not in the year 1016. The accepted answers all refer to the conflict, not a specific year.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1016' is incorrect as the Battle of Agincourt was fought during the Hundred Years' War, not in the year 1016. The accepted answers all refer to the conflict, not a specific year.""}",False,False
ex_03432_bb-8919,At which castle was Mary Queen of Scots beheaded?,"1587, in the courtyard of the castle","['Fotheringhay', 'Fotheringhay, Northamptonshire', 'Fotheringhay', 'fotheringhay northamptonshire', 'fotheringhay', '', '']",incorrect,high,"The model answer provides a year and location but does not identify the specific castle, which is required by the question. The accepted answers explicitly name 'Fotheringhay' as the castle, while the model answer only mentions the year and courtyard, which is insufficient to answer the question correctly.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer provides a year and location but does not identify the specific castle, which is required by the question. The accepted answers explicitly name 'Fotheringhay' as the castle, while the model answer only mentions the year and courtyard, which is insufficient to answer the question correctly.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer provides a year and location but does not identify the specific castle, which is required by the question. The accepted answers explicitly name 'Fotheringhay' as the castle, while the model answer only mentions the year and courtyard, which is insufficient to answer the question correctly.""}",False,False
ex_05168_sfq-486,Who is the youngest female singer to have a UK No. 1 hit?,14-year-old Lauren Aliberti,"['Helen Shapiro', 'Helen Shapiro', 'Little Miss Lonely', 'John Judd (actor)', 'little miss lonely', 'helen shapiro', 'john judd actor', '', '']",incorrect,high,"The model answer refers to Lauren Aliberti, who is not the youngest female singer to have a UK No. 1 hit. The accepted answers identify Helen Shapiro as the correct answer, who was 14 years old when she achieved this feat in 1963.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Lauren Aliberti, who is not the youngest female singer to have a UK No. 1 hit. The accepted answers identify Helen Shapiro as the correct answer, who was 14 years old when she achieved this feat in 1963.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to Lauren Aliberti, who is not the youngest female singer to have a UK No. 1 hit. The accepted answers identify Helen Shapiro as the correct answer, who was 14 years old when she achieved this feat in 1963.""}",False,False
ex_01084_qb-4163,What is the second event of a men’s decathlon?,100-meter dash. The second event in a men's decathlon is,"['Long jump', 'Longjumper', 'Running long jump', 'Farthest jumper', 'Long jumping', 'Long-jumping', 'Long jumper', 'Broad jump', 'Long-jumper', 'Longjump', 'Long jump', 'Long jump (sport)', 'Long Jump', 'farthest jumper', 'long jump sport', 'long jumping', 'long jump', 'long jumper', 'longjumper', 'longjump', 'broad jump', 'running long jump', '', '']",incorrect,high,"The model answer '100-meter dash' is not semantically equivalent to the accepted answers, which all refer to 'Long jump' as the second event in a men's decathlon. The 100-meter dash is the first event, not the second.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '100-meter dash' is not semantically equivalent to the accepted answers, which all refer to 'Long jump' as the second event in a men's decathlon. The 100-meter dash is the first event, not the second.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '100-meter dash' is not semantically equivalent to the accepted answers, which all refer to 'Long jump' as the second event in a men's decathlon. The 100-meter dash is the first event, not the second.""}",False,False
ex_09292_qf-839,On what day is Michaelmas celebrated?,11 September. The answer is 11 September. The answer is,"['Michaelmas Day is the feast of Saint Michael the Archangel, celebrated on 29 September. (St. Michael is the patron saint of the sea and maritime lands, of ships and boatmen, of horses and horsemen. He was the Angel who hurled Lucifer (the devil) down from Heaven for his treachery.)', 'Michaelmas Day is the feast of Saint Michael the Archangel, celebrated on 29 September. (St. Michael is the patron saint of the sea and maritime lands, of ships and boatmen, of horses and horsemen. He was the Angel who hurled Lucifer (the devil) down from Heaven for his treachery.)', 'michaelmas day is feast of saint michael archangel celebrated on 29 september st michael is patron saint of sea and maritime lands of ships and boatmen of horses and horsemen he was angel who hurled lucifer devil down from heaven for his treachery', '', '']",incorrect,high,"The accepted answers clearly state that Michaelmas is celebrated on 29 September, while the model answer states 11 September, which is incorrect.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The accepted answers clearly state that Michaelmas is celebrated on 29 September, while the model answer states 11 September, which is incorrect.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The accepted answers clearly state that Michaelmas is celebrated on 29 September, while the model answer states 11 September, which is incorrect.""}",False,False
ex_03483_bb-9499,The phrase 'eleven plus two' is an anagram of what phrase which also suggests a total of thirteen?,13,"['Twelve plus one', '12 + 1', 'Una Su Tredici', '12+1', 'Twelve Plus One', 'Una su 13', 'Twelve plus one', 'The 13 Chairs', 'The Thirteen Chairs', '12 1', '13 chairs', 'twelve plus one', 'thirteen chairs', 'una su 13', 'una su tredici', '', '']",incorrect,high,"The model answer '13' is not semantically equivalent to the accepted answers, which are phrases (e.g., 'Twelve plus one', 'The Thirteen Chairs'). The answer '13' is a number, not a phrase that suggests a total of thirteen in the context of an anagram.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '13' is not semantically equivalent to the accepted answers, which are phrases (e.g., 'Twelve plus one', 'The Thirteen Chairs'). The answer '13' is a number, not a phrase that suggests a total of thirteen in the context of an anagram.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '13' is not semantically equivalent to the accepted answers, which are phrases (e.g., 'Twelve plus one', 'The Thirteen Chairs'). The answer '13' is a number, not a phrase that suggests a total of thirteen in the context of an anagram.""}",False,False
ex_08830_odql-15063,Lawrence Sheriff founded which famous school in 1567?,"1567, the famous school founded by Lawrence Sheriff is the Royal Grammar","['Rugby', 'Rugby (disambiguation)', 'Rugby', 'Rubgy', 'rugby disambiguation', 'rubgy', 'rugby', '', '']",ambiguous,medium,"The model answer mentions 'Royal Grammar' as the school founded by Lawrence Sheriff in 1567, but the accepted answers refer to 'Rugby' as the school. While 'Royal Grammar School' is a real institution, the accepted answers do not explicitly mention it, and 'Rugby' is a more direct alias. The answer is partially correct but not clearly equivalent due to the ambiguity in the aliases provided.","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer mentions 'Royal Grammar' as the school founded by Lawrence Sheriff in 1567, but the accepted answers refer to 'Rugby' as the school. While 'Royal Grammar School' is a real institution, the accepted answers do not explicitly mention it, and 'Rugby' is a more direct alias. The answer is partially correct but not clearly equivalent due to the ambiguity in the aliases provided.""}","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer mentions 'Royal Grammar' as the school founded by Lawrence Sheriff in 1567, but the accepted answers refer to 'Rugby' as the school. While 'Royal Grammar School' is a real institution, the accepted answers do not explicitly mention it, and 'Rugby' is a more direct alias. The answer is partially correct but not clearly equivalent due to the ambiguity in the aliases provided.""}",False,False
ex_08085_odql-6538,"""In British history, who was nicknamed """"The Sailor King""""?""","17th King of England, Scotland and Ireland. William III of Orange","['WILLIAM IV', 'William IV (disambiguation)', 'Wilhelm IV', 'William iv', 'WILLIAM IV', 'William 4', 'William IV', 'William Iv', 'william iv disambiguation', 'william iv', 'william 4', 'wilhelm iv', '', '']",incorrect,high,"The model answer refers to William III of Orange, who was nicknamed 'The Orange King,' not 'The Sailor King.' The correct answer is William IV, who was indeed nicknamed 'The Sailor King' in British history.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to William III of Orange, who was nicknamed 'The Orange King,' not 'The Sailor King.' The correct answer is William IV, who was indeed nicknamed 'The Sailor King' in British history.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to William III of Orange, who was nicknamed 'The Orange King,' not 'The Sailor King.' The correct answer is William IV, who was indeed nicknamed 'The Sailor King' in British history.""}",False,False
ex_04119_qw-8436,"In which year was the first robbery for which it is known that Jesse James was responsible, of the Davies's County Savings Association in Gallatin, Missouri, during which Jesse shot and killed the cashier, Captain John Sheets?",1873,"['1869', '1869', 'one thousand, eight hundred and sixty-nine', '1869', 'one thousand eight hundred and sixty nine', '', '']",incorrect,high,"The model answer '1873' is clearly different from the accepted answers '1869', which is the correct year for the robbery described in the question.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1873' is clearly different from the accepted answers '1869', which is the correct year for the robbery described in the question.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer '1873' is clearly different from the accepted answers '1869', which is the correct year for the robbery described in the question.""}",False,False
ex_01827_dpql-1799,In which disaster film do the heroes take off to the song Leaving on a Jet Plane?,"1998 film ""The Perfect Storm","['Armageddon', 'Amargeddon', 'Armageddon theology', 'Armaggedon', 'Armegeddon', 'Battle of Armageddon', 'Armagedon', 'Armaggeddon', 'Armagideon', 'Har-Magedon', 'Armageddon', 'Armogeddon', 'Mount Armageddon', 'armageddon', 'har magedon', 'armaggeddon', 'amargeddon', 'armagedon', 'armageddon theology', 'battle of armageddon', 'armagideon', 'armogeddon', 'mount armageddon', 'armaggedon', 'armegeddon', '', '']",incorrect,high,"The model answer refers to ""The Perfect Storm,"" a 1998 film, but the question asks about a disaster film where heroes take off to the song ""Leaving on a Jet Plane."" This song is famously associated with the 1998 film ""Armageddon,"" not ""The Perfect Storm.""","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to \""The Perfect Storm,\"" a 1998 film, but the question asks about a disaster film where heroes take off to the song \""Leaving on a Jet Plane.\"" This song is famously associated with the 1998 film \""Armageddon,\"" not \""The Perfect Storm.\""""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer refers to \""The Perfect Storm,\"" a 1998 film, but the question asks about a disaster film where heroes take off to the song \""Leaving on a Jet Plane.\"" This song is famously associated with the 1998 film \""Armageddon,\"" not \""The Perfect Storm.\""""}",False,False
ex_05310_sfq-2300,What is the derived SI unit of pressure?,1. Pascals. 2. Newtons per square meter,"['Pascal', 'PASCAL', 'Pascal', ""Pascal's"", 'Pascal (disambiguation)', 'pascal disambiguation', 'pascal', 'pascal s', '', '']",ambiguous,medium,"The model answer provides two possible units (Pascals and Newtons per square meter), but Newtons per square meter is not an SI unit of pressure. The accepted answer lists 'Pascal' as the correct SI unit, making the model answer partially correct but not fully equivalent.","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer provides two possible units (Pascals and Newtons per square meter), but Newtons per square meter is not an SI unit of pressure. The accepted answer lists 'Pascal' as the correct SI unit, making the model answer partially correct but not fully equivalent.""}","{""verdict"":""ambiguous"",""confidence"":""medium"",""reason"":""The model answer provides two possible units (Pascals and Newtons per square meter), but Newtons per square meter is not an SI unit of pressure. The accepted answer lists 'Pascal' as the correct SI unit, making the model answer partially correct but not fully equivalent.""}",False,False
ex_05947_sfq-9645,Who judged Aphrodite more beautiful than Hera or Athena?,1. The question is about a mythological figure who judged Aphrodite more,"['Paris', 'Paříž', 'FRPAR', 'Paris', 'Name of paris and its inhabitants', 'Paname', 'Paris France', 'Ville Lumière', 'Leucetia', 'Rue de Ménilmontant', 'Paris agglomeration', 'France Paris', 'Sports in Paris', 'Departement de Paris', 'Paris, Ile-De-France', 'Rue de Menilmontant', 'UN/LOCODE:FRPAR', 'Paříži', 'Ville Lumiere', 'Paris, France', 'Paris, Île-de-France', 'Paris, Île-de-France, France', 'Parijs', 'Parisien', 'Cuisine of Paris', 'Suburbs of Paris', 'Sport in Paris', 'The weather in Paris', 'Parisian (person)', 'Parizi']",incorrect,high,"The model answer is incomplete and does not provide the correct answer to the question. The accepted answers all refer to Paris, France, while the question is about a mythological figure (Paris in Greek mythology) who judged Aphrodite more beautiful than Hera or Athena. The model answer fails to identify Paris as the correct answer and is semantically unrelated to the accepted answers.","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the correct answer to the question. The accepted answers all refer to Paris, France, while the question is about a mythological figure (Paris in Greek mythology) who judged Aphrodite more beautiful than Hera or Athena. The model answer fails to identify Paris as the correct answer and is semantically unrelated to the accepted answers.""}","{""verdict"":""incorrect"",""confidence"":""high"",""reason"":""The model answer is incomplete and does not provide the correct answer to the question. The accepted answers all refer to Paris, France, while the question is about a mythological figure (Paris in Greek mythology) who judged Aphrodite more beautiful than Hera or Athena. The model answer fails to identify Paris as the correct answer and is semantically unrelated to the accepted answers.""}",False,False
