label_regime,feature_set,features,roc_auc,roc_auc_per_fold_std,n_folds_with_both_classes,pr_auc,n_splits,n,n_wrong
strict,layer_l33_single,['layer_l33_entropy_topk'],0.6751176414097763,0.2402042038636049,5,0.9882355941039185,5,814,801
strict,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.676077979448766,0.22967970290062895,5,0.9883983060182737,5,814,801
strict,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5436473638720829,0.13099601308645947,5,0.9882362874071944,5,814,801
strict,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7084413713627197,0.18245493071446023,5,0.9901401967530121,5,814,801
expanded_deterministic,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.6909727700123056,0.07548853588285333,5,0.9760359424095173,5,814,773
expanded_deterministic,workspace_noise_single,['workspace_noise_score'],0.6223771810809958,0.09304851683432093,5,0.962578476140984,5,814,773
expanded_deterministic,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.6116492600889787,0.09236728295848279,5,0.9643741225276358,5,814,773
expanded_deterministic,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.652415359858644,0.05134671153459645,5,0.9723490696866475,5,814,773
expanded_deterministic,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.6954532546619127,0.052249855706624056,5,0.9767280043401362,5,814,773
expanded_deterministic,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7059603066923295,0.04243747402844467,5,0.9776040800275465,5,814,773
expanded_deterministic,workspace_late_late_single,['late_late_entropy_topk_mean'],0.6223771810809958,0.09304851683432093,5,0.962578476140984,5,814,773
expanded_deterministic,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.6235130785977976,0.08452680071507403,5,0.9609780524792331,5,814,773
expanded_deterministic,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.5848925630265359,0.03882242055680472,5,0.9597930002540365,5,814,773
expanded_deterministic,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.6102609409017764,0.09801798470890638,5,0.9633445331436922,5,814,773
expanded_deterministic,layer_l33_single,['layer_l33_entropy_topk'],0.6183068816457894,0.11631439175374586,5,0.9590288558585633,5,814,773
expanded_deterministic,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.6332313129082131,0.13457458198847536,5,0.9611022076078499,5,814,773
expanded_deterministic,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.42321648313507715,0.06792927140662965,5,0.9404589942453779,5,814,773
expanded_deterministic,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.6229451298393966,0.11806993931592324,5,0.9623269274505521,5,814,773
primary_with_llm_judge,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.7432819011149905,0.07739701064875297,5,0.9640624688990223,5,748,683
primary_with_llm_judge,workspace_noise_single,['workspace_noise_score'],0.6173893456470323,0.054387172259492085,5,0.9305086150992913,5,748,683
primary_with_llm_judge,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.5748169838945828,0.08281107974150068,5,0.929066480606058,5,748,683
primary_with_llm_judge,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.6505687577429891,0.07814947274979288,5,0.9471482537096702,5,748,683
primary_with_llm_judge,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7527874760671247,0.09703411458869642,5,0.9671503997482618,5,748,683
primary_with_llm_judge,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7523820250028156,0.09967696574509981,5,0.968210360597007,5,748,683
primary_with_llm_judge,workspace_late_late_single,['late_late_entropy_topk_mean'],0.6173893456470323,0.054387172259492085,5,0.9305086150992913,5,748,683
primary_with_llm_judge,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.6666291249014529,0.08004787064846931,5,0.9421037484639477,5,748,683
primary_with_llm_judge,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.5757630363779705,0.06499174902290811,5,0.9224186177363023,5,748,683
primary_with_llm_judge,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.5652438337650637,0.06776461769813835,5,0.9269080687398821,5,748,683
primary_with_llm_judge,layer_l33_single,['layer_l33_entropy_topk'],0.6023426061493411,0.05396385192504323,5,0.9305678321997022,5,748,683
primary_with_llm_judge,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.5795021961932649,0.03740730533353752,5,0.9270368007985241,5,748,683
primary_with_llm_judge,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5813717761009123,0.11220732096962391,5,0.9256500605263892,5,748,683
primary_with_llm_judge,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.6508165333934002,0.10505625461258762,5,0.9416648956728336,5,748,683
high_quality_primary,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.7432819011149905,0.07739701064875297,5,0.9640624688990223,5,748,683
high_quality_primary,workspace_noise_single,['workspace_noise_score'],0.6173893456470323,0.054387172259492085,5,0.9305086150992913,5,748,683
high_quality_primary,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.5748169838945828,0.08281107974150068,5,0.929066480606058,5,748,683
high_quality_primary,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.6505687577429891,0.07814947274979288,5,0.9471482537096702,5,748,683
high_quality_primary,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7527874760671247,0.09703411458869642,5,0.9671503997482618,5,748,683
high_quality_primary,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7523820250028156,0.09967696574509981,5,0.968210360597007,5,748,683
high_quality_primary,workspace_late_late_single,['late_late_entropy_topk_mean'],0.6173893456470323,0.054387172259492085,5,0.9305086150992913,5,748,683
high_quality_primary,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.6666291249014529,0.08004787064846931,5,0.9421037484639477,5,748,683
high_quality_primary,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.5757630363779705,0.06499174902290811,5,0.9224186177363023,5,748,683
high_quality_primary,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.5652438337650637,0.06776461769813835,5,0.9269080687398821,5,748,683
high_quality_primary,layer_l33_single,['layer_l33_entropy_topk'],0.6023426061493411,0.05396385192504323,5,0.9305678321997022,5,748,683
high_quality_primary,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.5795021961932649,0.03740730533353752,5,0.9270368007985241,5,748,683
high_quality_primary,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5813717761009123,0.11220732096962391,5,0.9256500605263892,5,748,683
high_quality_primary,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.6508165333934002,0.10505625461258762,5,0.9416648956728336,5,748,683
